"4663","Structure attributive","Y être DET X + caractéristiques","6-8] et 4 études de cohorte [9-12] ont étudié l’apport en acide oléique spécifiquement et toutes trouvent un RR inférieur à 1. L’huile d’ olive étant la source principale d’acide oléique dans les pays méditerranéens, les études ayant examiné la relation entre consommation d’huile d’olive","oui","","","olive étant la source principale","",""
"4664","Structure attributive","Y être DET X + caractéristiques","24 % d’homologie avec les autres enzymes de la stéroïdogenèse, 11β − hydroxylase, 17α − hydroxylase et les autres enzymes couplés au cytochrome P 450. L’ aromatase est un complexe enzymatique essentiel, responsable de la décarboxylation du C (19) et de l’aromatisation du cycle A du stéroïde","oui","","","aromatase est un complexe enzymatique","",""
"4665","Structure attributive","Y être DET X + caractéristiques","sont rétrospectives et il n’y a pas de série prospective randomisée. Facteurs pronostiques de la récidive locale Extension locale de la récidive locale et signes inflammatoires Le principal facteur est l’extension locale de la rechute, autrement dit, la possibilité technique ou non d’un second traitement conservateur. Le degré","oui","","","facteur est l’extension locale","",""
"4666","Structure attributive","Y être DET X + caractéristiques","%. En effet la plupart des récidives locales se présentent le plus souvent sous forme de tuméfactions accessibles à un nouveau traitement chirurgical. Mastectomie totale La mastectomie de rattrapage est le traitement chirurgical classique des récidives locales après traitement conservateur radiochirurgical initial. Le taux de survie globale à 5 ans varie selon","oui","","","rattrapage est le traitement chirurgical","",""
"4667","Structure attributive","Y être DET X + caractéristiques","en laparoscopie [45]. Il peut être musculaire pur, accompagné de graisse dorsale pour en augmenter le volume ou éventuellement accompagné d’une prothèse. Ses principaux inconvénients sont la cicatrice dorsale (qui disparaît en cas de prélèvement cœlioscopique) et le sérome dorsal dans plus de 60 % des cas","plutôt non","","","inconvénients sont la cicatrice dorsale","",""
"4668","Structure attributive","Y être DET X + caractéristiques","dans les autres cas. Enfin, il faut souligner l’existence d’alternatives aux œstrogènes utilisables en cas de déminéralisation osseuse : les biphosphonates et le raloxifène. Le raloxifène est un modulateur sélectif des récepteurs des œstrogènes, ayant une action agoniste vis-à-vis de l’os (indication pour laquelle ce composé dispose","oui","","","raloxifène est un modulateur sélectif","",""
"4669","Structure attributive","Y être DET X + caractéristiques","le facteur anti-angiogénique (angiostatine) potentiel sécrété par la tumeur primitive est toujours présent ; 3) également, tester la chimiosensibilité tumorale in vivo. Le cancer du sein est une maladie hétérogène , qui varie aussi bien par ses caractéristiques cliniques que par son profil biologique. L’hétérogénéité des tumeurs se","oui","","","sein est une maladie hétérogène","",""
"4670","Structure attributive","Y être DET X + caractéristiques","traitement. À l’inverse, d’autres ne retrouvent pas cette tendance [59]. Ainsi, les paramètres à déterminer sur la biopsie diagnostique initiale avant le traitement sont le type histopathologique , le grade histopronostique avec le compte des mitoses sur 10 champs au fort grandissement, le statut des récepteurs","plutôt oui","","","traitement sont le type histopathologique","",""
"4671","Structure attributive","Y être DET X + caractéristiques","la taille des seins et / ou la ptose, permettaient d'envisager indifféremment en première intention un traitement chirurgical classique, ou une chirurgie oncoplastique. Les critères de non-inclusion étaient les tumeurs inflammatoires (quatre patientes), les tumeurs localement avancées pour lesquelles une chimiothérapie néoadjuvante était indiquée (15 patientes)","plutôt oui","","","non-inclusion étaient les tumeurs inflammatoires","",""
"4672","Structure attributive","Y être DET X + caractéristiques","= 0, 0008). Cependant, quelle que soit la technique d'oncoplastie utilisée, la surface d'exérèse est supérieure à celle obtenue lorsque la technique d' exérèse est une zonectomie classique (32 ± 16 mm2 ; p < 0, 001). L'analyse de l'épaisseur de la","oui","","","exérèse est une zonectomie classique","",""
"4673","Structure attributive","Y être DET X + caractéristiques","possible de faire un double marquage par co-hybridation de sondes, mais il est possible de réaliser une seconde hybridation avec la sonde du centromère du chromosome 17. La FISH est une méthode indirecte de détection de la cible du trastuzumab. On détecte l’amplification du gène et non sa surexpression et,","oui","","","FISH est une méthode indirecte","",""
"4674","Structure attributive","Y être DET X + caractéristiques","* • il recommandé d’effectuer au moins 250 tests IHC par an pour être habilité ; * • il est recommandé d’utiliser des tests standardisés. Conclusion L’ immunohistochimie est une méthode fiable et rapide de détermination du statut de HER2. Elle peut être standardisée et calibrée en prenant la FISH ou","oui","","","immunohistochimie est une méthode fiable","",""
"4675","Structure attributive","Y être DET X + caractéristiques","Le cancer du sein est une maladie systémique . Hippocrate notait déjà que de nombreuses patientes mourraient, parfois même rapidement, alors que la tumeur primitive avait","oui","","","sein est une maladie systémique","",""
"4676","Structure attributive","Y être DET X + caractéristiques","majoration possible des facteurs de risque cardiovasculaire [20] ; * – le dernier point est épidémiologique. En effet, les deux principales causes de mortalité chez la femme sont les maladies cardiovasculaires et les cancers [21]. De ce fait, l’utilisation d’une quelconque thérapeutique pour une de","oui","","","femme sont les maladies cardiovasculaires","",""
"4677","Structure attributive","Y être DET X + caractéristiques","ont eu une modification du rythme ou un arrêt temporaire de l’administration du trastuzumab durant les 52 semaines. Les principales causes des traitement discontinu en rapport avec la cardiotoxicité étaient une réduction significative de la FEVG (n = 164, 14, 2 %) et une insuffisance cardiaque congestive ou un","oui","","","cardiotoxicité étaient une réduction significative","",""
"4678","Structure attributive","Y être DET X + caractéristiques","détailler les avantages et les risques de l’utilisation concomitante de la radiothérapie et de l’hormonothérapie adjuvantes des cancers localisés du sein. 2. Association concomitante tamoxifène–radiothérapie Le tamoxifène est un antiestrogène compétitif au niveau des récepteurs aux estrogènes des cellules cancéreuses mammaires bloquant ainsi les effets stimulants mitogéniques des estrogènes circulants.","oui","","","tamoxifène est un antiestrogène compétitif","",""
"4679","Structure attributive","Y être DET X + caractéristiques","ICRU) a défini dans le rapport 50 puis dans le rapport 62 les différentes marges de sécurité qui doivent être spécifiées lors d'une radiothérapie externe. Le premier volume est le volume tumoral macroscopique ou « Gross Tumor Volume » (GTV) selon la terminologie anglo-saxonne, qui comprend les zones tumorales","oui","","","volume est le volume tumoral","",""
"4680","Structure attributive","Y être DET X + caractéristiques","intégrer ensuite dans un calcul de marge de sécurité [13], [17], [39], [44] and [53]. Le sein est un organe mobile avec la respiration. Même si les erreurs de positionnement représentent une part importante dans les incertitudes de traitement,","oui","","","sein est un organe mobile","",""
"4681","Structure attributive","Y être DET X + caractéristiques","Le lymphœdème secondaire du membre supérieur après traitement du cancer du sein est une complication dont la fréquence dans la littérature est mal appréciée en raison des différentes définitions du lymphœdème [1, 2]","oui","","","sein est une complication dont","",""
"4682","Structure attributive","Y être DET X + caractéristiques","molécules sont sur ce point moins bien documentés. Le raloxifène possède, semble-t-il, un profil proche du tamoxifène. Les inhibiteurs de l’aromatase pourraient également dans l’ avenir être une option efficace . Les rétinoïdes seuls ou en association avec du tamoxifène à faible dose sont également en cours d’étude [","plutôt non","avec LST","","avenir être une option efficace","",""
"4683","Structure attributive","Y être DET X + caractéristiques","de réaliser cette chirurgie. Parmi les autres facteurs pouvant influer sur la décision, l’on peut noter la spécialité médicale ou chirurgicale [79]. Ce dernier point est un argument supplémentaire pour préconiser une dimension pluridisciplinaire. Il semble difficile de prédire les femmes qui n’auront pas d’impact négatif","non","","","point est un argument supplémentaire","",""
"4684","Structure attributive","Y être DET X + caractéristiques","aux règles préexistantes et de confier ces personnes aux équipes pluridisciplinaires en charge de ce problème. Il n’y a pas de contre-indication au don de sang. Un refus serait une stigmatisation inutile . Le don de moelle ne peut être contre-indiqué au vu, à ce jour, des sur-risques minimes et","non","","","refus serait une stigmatisation inutile","",""
"4685","Structure attributive","Y être DET X + caractéristiques","un cancer du sein de plus de 2 cm [1], [2] and [3]. L’une des complications les plus fréquentes en postopératoire immédiat est l’écoulement sérolymphatique dénommé dans la littérature lymphorrhée, lymphocèle ou le plus souvent sérome [4]. Leur définition reste clinique","oui","","","immédiat est l’écoulement sérolymphatique","",""
"4686","Structure attributive","Y être DET X + caractéristiques","en cas d’irradiation bilatérale. L’étude histologique des tumeurs dans le cadre des CSBS est un élément important. Le type histologique le plus souvent observé dans notre population était le type canalaire invasif. Son incidence a diminué entre les deux périodes d’étude. Le second type histologique le plus fréquent","oui","","","population était le type canalaire","",""
"4687","Structure attributive","Y être DET X + caractéristiques","et 630 femmes présentant un cancer du col de l'utérus. Toutes ces femmes avaient moins de 75 ans. Les facteurs associés à un risque de cancer du sein étaient un niveau socio-économique plus élevé (RR = 2, 77 ; IC 95 % 1, 77–4, 35), un","plutôt oui","","","sein étaient un niveau socio-économique","",""
"4688","Structure attributive","Y être DET X + caractéristiques",", modifications de la différenciation cellulaire de la glande mammaire liées à l'allaitement. 3. 5. 1. Diminution des cycles ovulatoires Pendant l'allaitement, la tétée est un stimulus qui entraîne un arrêt transitoire des cycles menstruels. Mc Neilly et al. ont étudié les mécanismes physiologiques à l'","oui","","","tétée est un stimulus qui","",""
"4689","Structure attributive","Y être DET X + caractéristiques","faveur de la technique isolée, isotopique essentiellement (374 isotopes seuls, 22 bleus seuls) par rapport à la technique combinée. Un biais possible pour expliquer cette différence serait notre utilisation préférentielle de l'isotope seul dans les plus petites tumeurs (pT moyen = 11, 7) alors que la","plutôt non","","","différence serait notre utilisation préférentielle","",""
"4690","Structure attributive","Y être DET X + caractéristiques","(figure 2)). L’étude individuelle des facteurs met en évidence une nette amélioration du taux de remplissage des facteurs dès 1998. Ainsi la mesure des marges est le facteur qui a le plus évolué durant cette période. Celles-ci sont précisées dans seulement 57, 6 % des cas en","plutôt non","pertinent ?","","marges est le facteur qui","",""
"4691","Structure attributive","Y être DET X + caractéristiques",", sur un suivi de 4 ans [16, 17]. Le R2c a été construit de manière à faciliter le suivi des normes. La participation au réseau est un acte volontaire , le médecin adhérent s’engage à respecter les référentiels. De plus, ces stratégies diagnostiques et thérapeutiques ont","plutôt non","pertinent ?","","réseau est un acte volontaire","",""
"4692","Structure attributive","Y être DET X + caractéristiques","20 mg \ kg, réduit le nombre moyen de polypes de 70 % alors qu’il est sans effet à la dose de 5 mg \ kg. L’ EKI569 est un inhibiteur irréversible du récepteur d’EGF qui réduit le nombre moyen de polypes de 87 % par rapport aux témoins ; le","oui","","","EKI569 est un inhibiteur irréversible","",""
"4693","Structure attributive","Y être DET X + caractéristiques","sont des récepteurs de la superfamille des récepteurs stéroïdiens qui modulent la transcription de gènes contenant des éléments de réponse du proliférateur de peroxisome [62]. Une intéressante constatation est la corrélation négative observée entre l’expression de Cox2 et la dérépression du récepteur gamma activé du proliférateur de peroxisome γ (PPARγ","plutôt non","avec LST","","constatation est la corrélation négative","",""
"4694","Structure attributive","Y être DET X + caractéristiques","d'avoir un cancer du sein est d'environ 10 %. Plus de 50 % des patientes décéderont à cause d'une maladie métastatique. La particularité de ce cancer est son hormonodépendance que l'on constate aussi bien chez les femmes pré, péri et ménopausées et qui est reconnue par la présence","plutôt oui","","","cancer est son hormonodépendance que","",""
"4695","Structure attributive","Y être DET X + caractéristiques",". L'objectif principal est de déterminer si le Ki67 est un facteur prédictif de réponse à l'hormonothérapie. L'évaluation des 49 premières patientes a révélé que le Ki67 serait un facteur prédictif précoce de l'évolution clinique des tumeurs RE et RP-positives. De Jong et al. [23] ont","plutôt oui","","","Ki67 serait un facteur prédictif","",""
"4696","Structure attributive","Y être DET X + caractéristiques","des lobes de la glande mammaire (cancer lobulaire). On les appelle des adénocarcinomes, ce qui signifie cancer développé à partir de l'épithélium glandulaire. Le sein est une glande qui secrète le lait. La production du lait se fait au niveau des lobules glandulaires, l'excrétion se fait","oui","","FR/Cancer du sein/Vulgarisation/page111","sein est une glande qui","",""
"4697","Structure attributive","Y être DET X + caractéristiques","Une tumorectomie est une opération chirurgicale qui consiste à retirer la tumeur, une marge de tissu mammaire tout autour sans enlever le sein et à","oui","","","tumorectomie est une opération chirurgicale","",""
"4698","Structure attributive","Y être DET X + caractéristiques","La mastectomie est une opération chirurgicale qui consiste à enlever la totalité du sein. Ce type de chirurgie peut être le meilleur traitement à envisager","oui","","","mastectomie est une opération chirurgicale","",""
"4699","Structure attributive","Y être DET X + caractéristiques","La chimiothérapie est un traitement qui utilise des médicaments. Ces médicaments agissent sur les cellules cancéreuses, soit en les détruisant, soit en les","oui","","","chimiothérapie est un traitement qui","",""
"4700","Structure attributive","Y être DET X + caractéristiques","L' hormonothérapie est un traitement général qui agit dans l'ensemble de l'organisme. En bloquant l'action ou la production d'hormones naturelles,","oui","","","hormonothérapie est un traitement général","",""
"4701","Structure attributive","Y être DET X + caractéristiques","La radiothérapie est un traitement local qui utilise les rayons pour tuer les cellules cancéreuses. Brigitte, 55 ans Cancer diagnostiqué à 42 ans (","oui","","","radiothérapie est un traitement local","",""
"4702","Structure attributive","Y être DET X + caractéristiques","ganglion est appelé "" sentinelle "" car il est placé en avant-poste, et il bloque l'arrivée d'un intrus ou d'un ennemi. Pour rappel, les ganglions sont le passage obligé de la lymphe, liquide circulant dans tout l'organisme et chargé de drainer les protéines, l'eau et","Non","","","ganglions sont le passage obligé","",""
"4703","Structure attributive","Y être DET X + caractéristiques","- Examen expliqué - Traitements expliqués - Conseils de tous les jours - Questions - Glossaire - Adresses utiles - Testez vos connaissances Ce qu'il faut savoir DÉFINITION Le sein est une glande superficielle plus développée chez la femme que chez l'homme. Elle est plaquée contre le thorax entre la peau et","oui","","","sein est une glande superficielle","",""
"4704","Structure attributive","Y être DET X + caractéristiques","du dépistage du cancer du sein est de pouvoir déceler précocement une tumeur (cancéreuse ou non) et alors de la traiter immédiatement : enlever une tumeur de quelques millimètres est un geste chirurgical simple, et quand la tumeur est toute petite, c'est souvent le seul traitement effectué. On ne","plutôt non","pb : terme 1 : énoncé","","millimètres est un geste chirurgical","",""
"4705","Structure attributive","Y être DET X + caractéristiques","Cellules cancéreuses Cancer in situ Cancer infiltrant Rupture de la membrane, propagation par les capillaires et vaisseaux lymphatiques Qu'est-ce qu'un cancer du sein ? Un cancer du sein est une tumeur maligne qui se développe au niveau du sein. Une femme sur onze développe un cancer du sein au cours de","oui","","","sein est une tumeur maligne","",""
"4706","Structure attributive","Y être DET X + caractéristiques","ou un eczéma du mamelon. Il arrive que les cancers canalaires in situ infiltrent les tissus voisins et deviennent des cancers infiltrants. Le traitement des cancers canalaires in situ est un traitement local comme la chirurgie ou la radiothérapie (voir « Les traitements possibles du cancer du sein ») ; -le","oui","","","situ est un traitement local","",""
"4707","Structure attributive","Y être DET X + caractéristiques",". Néanmoins, les études ont mis en évidence certains facteurs de risque qui favorisent un cancer du sein. On distingue différents types de facteurs de risque. L' âge est un facteur important . Comme pour la plupart des maladies cardiovasculaires et la plupart des cancers, le risque d'avoir un cancer","plutôt non","","","âge est un facteur important","",""
"4708","Structure attributive","Y être DET X + caractéristiques","déterminer les causes exactes à l'origine d'un cancer du sein chez une femme. Vivre pendant et après un cancer Dans la vie d'une personne, la maladie est un moment difficile . Elle engendre des émotions particulièrement intenses chez le malade et ses proches. Chaque étape de la maladie génère","plutôt non","","","maladie est un moment difficile","",""
"4709","Structure attributive","Y être DET X + caractéristiques","de cancer du sein Comment découvre-t-on un cancer du sein ? 18 Qu'est-ce qu'un dépistage ? 19 Comment être sûr du diagnostic de cancer du sein ? 22 Quels sont les examens complémentaires ? 24 L'annonce du diagnostic de cancer 26 Différentes étapes sont nécessaires pour établir ou non le diagnostic de","non","","","Quels sont les examens complémentaires","",""
"4710","Structure attributive","Y être DET X + caractéristiques","radiologiques permettent d'obtenir des images d'une partie du corps ou des organes à l'aide de différents appareils. On les appelle aussi examens d'imagerie. La mammographie est un examen radiologique qui montre des images de l'intérieur du sein. Cet examen est systématique lors du bilan, il aide","oui","","","mammographie est un examen radiologique","",""
"4711","Structure attributive","Y être DET X + caractéristiques","et anciennes patientes qui ont participé à la rédaction de ce document, la rémission et la guérison sont les résultats les plus importants de la chirurgie. « La mastectomie est une épreuve difficile . J'ai eu besoin d'un soutien psychologique pour y faire face » Des études scientifiques ont cherché à","plutôt non","axiologique","","mastectomie est une épreuve difficile","",""
"4712","Structure attributive","Y être DET X + caractéristiques","sur le site de la Ligue nationale contre le cancer : www. ligue-cancer. asso. fr. n Qu'est-il possible de faire après une mastectomie ? Le sein est le symbole principal de la féminité. La perte d'un sein ou sa déformation altèrent souvent l'image corporelle de la femme","plutôt oui","","","sein est le symbole principal","",""
"4713","Structure attributive","Y être DET X + caractéristiques","cancer du sein et à son traitement. C'est pourquoi une équipe pluridisciplinaire doit accompagner la patiente. Outre le choix de la technique, le moment de la reconstruction est un élément important (voir la fiche « La reconstruction du sein »). La reconstruction se fait soit en même temps","non","","","reconstruction est un élément important","",""
"4714","Structure attributive","Y être DET X + caractéristiques","disponibles dans la brochure éditée par l'Institut National du Cancer : Traitement du cancer et chute des cheveux (2 006). Préparation de la chimiothérapie 5555 Une chimiothérapie est un traitement qui agit dans l'ensemble du corps à l'aide de médicaments. Ces médicaments ont pour but de détruire les","oui","","","chimiothérapie est un traitement qui","",""
"4715","Structure attributive","Y être DET X + caractéristiques","se déroule en plusieurs cures, le plus habituellement sous forme de perfusions. Il existe de nombreux médicaments de chimiothérapie, souvent associés entre eux. À retenir Une chimiothérapie est un traitement qui agit dans l'ensemble du corps à l'aide de médicaments. Ces médicaments ont pour but de détruire les","oui","","","chimiothérapie est un traitement qui","",""
"4716","Structure attributive","Y être DET X + caractéristiques","cancer du sein. Pour des informations complémentaires notamment concernant la fatigue pendant et après les traitements, voir le guide SOR SAVOIR PATIENT Fatigue et cancer. 6688 L' hormonothérapie est un traitement qui agit dans l'ensemble du corps. Elle a pour but d'empêcher l'action de certaines hormones sur les","oui","","","hormonothérapie est un traitement qui","",""
"4717","Structure attributive","Y être DET X + caractéristiques","d'hormonothérapie : les antioestrogènes, les antiaromatases et la suppression ovarienne. Certains effets secondaires d'une hormonothérapie sont semblables à ceux de la ménopause. À retenir L' hormonothérapie est un traitement qui agit dans l'ensemble du corps. Elle a pour but d'empêcher l'action de certaines hormones sur les","oui","","","hormonothérapie est un traitement qui","",""
"4718","Structure attributive","Y être DET X + caractéristiques","spécialiste du cancer. Ce peut être un chirurgien spécialisé en cancérologie, un spécialiste de chimiothérapie (oncologue médical) ou de radiothérapie (oncologue radiothérapeute). Le chimiothérapeute est un médecin qui traite les cancers à l'aide de médicaments. Il existe trois types de médicaments possibles : la chimiothérapie (","oui","","","chimiothérapeute est un médecin qui","",""
